county_fips,county_name,state_abbr,clay_mean,silt_mean,sand_mean,ph_mean,soc_mean,bdod_mean
48193,Hamilton,TX,31.025843465281884,41.26279424111446,27.711523990173824,7.237784135078828,29.77599738797848,1.5369495320128113
48475,Ward,TX,21.360132914451427,32.11212179797003,46.52772837119382,7.813117448042533,10.236638472692121,1.4542003383276947
48035,Bosque,TX,34.69859043305972,42.76207189357486,22.539051797339372,7.2816161902066225,34.14349561279366,1.5314576846872348
48281,Lampasas,TX,29.490581717451523,39.090803324099724,31.418778645177536,7.172540921682196,32.75308990178796,1.5375399143792494
48459,Upshur,TX,16.909635523313636,33.10274576337292,49.98777862282806,5.403188439712163,34.18640964137366,1.3608334795920356
48379,Rains,TX,24.265089170070738,35.754854538208626,39.97972252665139,5.747588920992328,33.64368835309355,1.4712297001095944
48483,Wheeler,TX,24.870311399614195,33.57013074497076,41.55974922685937,7.178033620135338,16.854407667105544,1.5030189228084143
48341,Moore,TX,29.584798338988826,38.211898232076734,32.20392320922233,7.418884705371946,17.369771765908986,1.4999818714265793
48343,Morris,TX,17.41863488624052,39.21683837289471,43.36518270461933,5.522625824879346,34.25802619915296,1.382214714862602
48409,San Patricio,TX,30.593708652908465,24.91408239108089,44.492182599298914,7.034522021032656,28.43672571036955,1.577856502714956
48059,Callahan,TX,33.35660188029702,42.35054108711425,24.292892539018478,7.187364342281983,30.54585423838708,1.5227593127190207
48031,Blanco,TX,29.815333055014378,39.22748167733556,30.95715743575471,7.289834400222655,33.40573568976714,1.5164444753687727
48479,Webb,TX,30.0158911031478,30.611315063548943,39.372288535409524,7.6972646884425995,18.754448426100183,1.56183067364459
48351,Newton,TX,14.649101674671545,38.65931996645575,46.69093542730808,5.067380752712764,38.90513328759117,1.372552667022439
48061,Cameron,TX,30.322374953561415,33.61376946198791,36.064095376405824,7.652051741024688,24.325934682022357,1.520446485865784
48001,Anderson,TX,18.389760419198875,31.80920508872863,49.80136131593874,5.6356238014207385,37.0933500796802,1.4231866677470761
48219,Hockley,TX,20.683139121223142,20.5474441475485,58.76925862096226,7.347132670324283,12.977304852404066,1.459325185384287
48365,Panola,TX,14.575994374120956,40.048525082044065,45.3756643225504,5.3712461322081575,33.262848570089076,1.3948892639474917
48339,Montgomery,TX,11.068009002980716,29.100094287973725,59.83152259869822,5.208151347405559,39.73709167224284,1.4396967577103232
48299,Llano,TX,23.335338225054898,28.596063413850356,48.06876260868013,6.720805884348276,31.802464197707224,1.5648121495660867
48319,Mason,TX,30.738435736919392,30.969977587139653,38.29140273591467,6.805105495015072,35.08857871551125,1.548334492619213
48249,Jim Wells,TX,23.56755259950183,21.53976628332185,54.89188351263978,7.062085961100218,18.904070168000423,1.5574246117971275
48505,Zapata,TX,22.815086782376504,24.26207575012297,52.92262666010821,7.707722577471716,15.93375026350924,1.5438238118661138
48205,Hartley,TX,24.98660575815739,31.201434165067177,43.811840307101726,7.388216506717851,21.280420729366604,1.4913808829174664
48453,Travis,TX,32.451962706722405,38.54344592844722,29.004232491028155,7.004343482925746,36.81384068962966,1.5097450886085315
